Preferred Term,RO PT,Role,Relationship PT,RO Relationship PT
MEDICAL SCIENCES,ȘTIINȚE MEDICALE,RT        ,LIFE SCIENCES,ȘTIINȚELE VIEȚII
MEDICAL SCIENCES,ȘTIINȚE MEDICALE,RT        ,MEDICAL EQUIPMENT AND SUPPLIES,ECHIPAMENT MEDICAL ȘI CONSUMABILE
MEDICAL SCIENCES,ȘTIINȚE MEDICALE,RT        ,MEDICAL ETHICS,ETICĂ MEDICALĂ
MEDICAL SCIENCES,ȘTIINȚE MEDICALE,RT        ,MEDICAL PROFESSION,PROFESIE MEDICALĂ
MEDICAL SCIENCES,ȘTIINȚE MEDICALE,RT        ,MEDICINE EDUCATION,EDUCAȚIE MEDICALĂ
MEDICAL SELF-TREATMENT,TRATAMENT MEDICAL AUTOADMINISTRAT,BT        ,MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL
MEDICAL SERVICES EDUCATION,EDUCAȚIE ÎN DOMENIUL SERVICIILOR MEDICALE,BT        ,HEALTH EDUCATION,EDUCAȚIE ÎN DOMENIUL SĂNĂTĂȚII
MEDICAL SPECIALISTS,MEDICI SPECIALIȘTI,BT        ,PHYSICIANS,MEDICI
MEDICAL SPECIALISTS,MEDICI SPECIALIȘTI,BT        ,SPECIALISTS,SPECIALIȘTI
MEDICAL SPECIALITIES,SPECIALIZĂRI MEDICALE,BT        ,MEDICAL SCIENCES,ȘTIINȚE MEDICALE
MEDICAL SPECIALITIES,SPECIALIZĂRI MEDICALE,RT        ,GERIATRICS,GERIATRIE
MEDICAL SPECIALITIES,SPECIALIZĂRI MEDICALE,RT        ,GYNAECOLOGY,GINECOLOGIE
MEDICAL SPECIALITIES,SPECIALIZĂRI MEDICALE,RT        ,OBSTETRICS,OBSTETRICĂ
MEDICAL SPECIALITIES,SPECIALIZĂRI MEDICALE,RT        ,ORTHOPAEDICS,ORTOPEDIE
MEDICAL SPECIALITIES,SPECIALIZĂRI MEDICALE,RT        ,PAEDIATRICS,PEDIATRIE
MEDICAL SPECIALITIES,SPECIALIZĂRI MEDICALE,RT        ,PREVENTIVE MEDICINE,MEDICINĂ PREVENTIVĂ
MEDICAL SPECIALITIES,SPECIALIZĂRI MEDICALE,RT        ,PSYCHIATRY,PSIHIATRIE
MEDICAL SPECIALITIES,SPECIALIZĂRI MEDICALE,RT        ,SPORTS MEDICINE,MEDICINĂ SPORTIVĂ ȘI FIZICĂ
MEDICAL SPECIALITIES,SPECIALIZĂRI MEDICALE,RT        ,SURGERY,CHIRURGIE
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,BT        ,MEDICAL CARE,ASISTENȚĂ MEDICALĂ
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,NT        ,ADMINISTRATION OF DRUGS,ADMINISTRAREA MEDICAMENTELOR
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,NT        ,BLOOD TRANSFUSIONS,TRANSFUZII DE SÂNGE
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,NT        ,CHEMOTHERAPY,CHIMIOTERAPIE
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,NT        ,CHIROPODY,PEDICHIURĂ
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,NT        ,COMPLEMENTARY THERAPIES,TERAPII COMPLEMENTARE
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,NT        ,DENTAL TREATMENT,TRATAMENT STOMATOLOGIC
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,NT        ,DRUG THERAPY,TRATAMENT MEDICAMENTOS
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,NT        ,FERTILITY TREATMENT,TRATAMENT PENTRU FERTILITATE
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,NT        ,FIRST AID,PRIMUL AJUTOR
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,NT        ,GENE THERAPY,TERAPIE GENETICĂ
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,NT        ,HORMONE REPLACEMENT THERAPY,TERAPIE DE SUBSTITUȚIE HORMONALĂ
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,NT        ,IMMUNIZATION,IMUNIZARE
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,NT        ,MEDICAL DIETS,DIETE MEDICALE
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,NT        ,MEDICAL PRESCRIPTIONS,PRESCRIPȚII MEDICALE
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,NT        ,MEDICAL SELF-TREATMENT,TRATAMENT MEDICAL AUTOADMINISTRAT
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,NT        ,MEDICINAL DRUGS,MEDICAMENTE
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,NT        ,OCCUPATIONAL THERAPY,TERAPIE PROFESIONALĂ
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,NT        ,PAIN CONTROL,CONTROLUL DURERII
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,NT        ,PHYSIOTHERAPY,FIZIOTERAPIE
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,NT        ,PSYCHOTHERAPY,PSIHOTERAPIE
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,NT        ,RADIOTHERAPY,RADIOTERAPIE
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,NT        ,REHABILITATION (MEDICAL),REABILITARE (MEDICALĂ)
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,NT        ,RESUSCITATION,RESUSCITARE
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,NT        ,SPEECH THERAPY,LOGOPEDIE
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,RT        ,HEALTH CONSULTATIONS,CONSULTAȚII MEDICALE
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,RT        ,HEALTH SERVICES,SERVICII DE SĂNĂTATE
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,RT        ,MEDICAL HISTORY,ISTORIC MEDICAL
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,RT        ,MEDICAL INSURANCE,ASIGURARE MEDICALĂ
MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL,RT        ,PRESCRIPTION DRUGS,MEDICAMENTE PE BAZĂ DE REȚETĂ
MEDICAL X-RAYS,RAZE X-MEDICALE,BT        ,MEDICAL EXAMINATIONS,EXAMINĂRI MEDICALE
MEDICINAL DRUGS,MEDICAMENTE,BT        ,DRUGS,MEDICAMENTE ȘI DROGURI
MEDICINAL DRUGS,MEDICAMENTE,BT        ,MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL
MEDICINAL DRUGS,MEDICAMENTE,NT        ,ANTIBIOTICS,ANTIBIOTICE
MEDICINAL DRUGS,MEDICAMENTE,NT        ,NON-PRESCRIPTION DRUGS,MEDICAMENTE FĂRĂ PRESCRIPȚIE MEDICALĂ
MEDICINAL DRUGS,MEDICAMENTE,NT        ,PRESCRIPTION DRUGS,MEDICAMENTE PE BAZĂ DE REȚETĂ
MEDICINAL DRUGS,MEDICAMENTE,RT        ,ADMINISTRATION OF DRUGS,ADMINISTRAREA MEDICAMENTELOR
MEDICINAL DRUGS,MEDICAMENTE,RT        ,DRUG ABUSE,RO_DRUG ABUSE
MEDICINE EDUCATION,EDUCAȚIE MEDICALĂ,BT        ,HEALTH EDUCATION,EDUCAȚIE ÎN DOMENIUL SĂNĂTĂȚII
MEDICINE EDUCATION,EDUCAȚIE MEDICALĂ,RT        ,MEDICAL SCIENCES,ȘTIINȚE MEDICALE
MEDIEVAL HISTORY,ISTORIE MEDIEVALĂ,BT        ,HISTORY,ISTORIE
MEDITATION,MEDITAȚIE,BT        ,ESOTERIC PRACTICES,PRACTICI EZOTERICE
MEDITATION,MEDITAȚIE,RT        ,RELIGIOUS EXPERIENCE,EXPERIENȚĂ RELIGIOASĂ
MEETINGS,ÎNTÂLNIRI,BT        ,GROUP COMMUNICATION,COMUNICARE DE GRUP
MEETINGS,ÎNTÂLNIRI,RT        ,CONFERENCES,CONFERINȚE
MEETINGS,ÎNTÂLNIRI,RT        ,DISCUSSION GROUPS,GRUPURI DE DISCUȚIE
MEETINGS,ÎNTÂLNIRI,RT        ,SEMINARS,SEMINARII
MEMBERS OF PARLIAMENT,MEMBRII AI PARLAMENTULUI,BT        ,POLITICIANS,POLITICIENI
MEMBERS OF PARLIAMENT,MEMBRII AI PARLAMENTULUI,RT        ,CONSTITUENCIES,CIRCUMSCRIPȚIE ELECTORALĂ
MEMBERS OF PARLIAMENT,MEMBRII AI PARLAMENTULUI,RT        ,COUNCILLORS,CONSILIERI (MEMBRII AI UNUI CONSILIU)
MEMBERS OF PARLIAMENT,MEMBRII AI PARLAMENTULUI,RT        ,GOVERNMENT MINISTERS,MINIȘTRII GUVERNAMENTALI
MEMBERS OF PARLIAMENT,MEMBRII AI PARLAMENTULUI,RT        ,LEGISLATURE,LEGISLATURĂ
MEMBERSHIP,AFILIERE,NT        ,TRADE UNION MEMBERSHIP,APARTENEȚA LA SINDICAT
MEMBERSHIP,AFILIERE,RT        ,GROUP BEHAVIOUR,COMPORTAMENT DE GRUP
MEMBERSHIP,AFILIERE,RT        ,GROUPS,GRUPURI
MEMORY,MEMORIE,BT        ,COGNITIVE PROCESSES,PROCESE COGNITIVE
MEMORY,MEMORIE,RT        ,MEMORY DISORDERS,TULBURĂRI DE MEMORIE
MEMORY DISORDERS,TULBURĂRI DE MEMORIE,BT        ,MENTAL DISORDERS,TULBURĂRI MENTALE
MEMORY DISORDERS,TULBURĂRI DE MEMORIE,BT        ,SYMPTOMS,SIMPTOME
MEMORY DISORDERS,TULBURĂRI DE MEMORIE,RT        ,COGNITION DISORDERS,TULBURĂRI COGNITIVE
MEMORY DISORDERS,TULBURĂRI DE MEMORIE,RT        ,DEMENTIA,DEMENȚĂ
MEMORY DISORDERS,TULBURĂRI DE MEMORIE,RT        ,MEMORY,MEMORIE
MEN,BĂRBAȚI,BT        ,GENDER,GEN
MEN,BĂRBAȚI,NT        ,BOYS,BĂIEȚI
MEN,BĂRBAȚI,RT        ,EQUAL RIGHTS OF MEN AND WOMEN,DREPTURI EGALE PENTRU BĂRBAȚI ȘI FEMEI
MEN,BĂRBAȚI,RT        ,FATHERS,TAȚI
MEN,BĂRBAȚI,RT        ,MARRIED MEN,BĂRBAȚI CĂSĂTORIȚI
MEN,BĂRBAȚI,RT        ,SEXUAL IDENTITY,IDENTITATE SEXUALĂ
MEN,BĂRBAȚI,RT        ,WOMEN,FEMEI
MENOPAUSE,MENOPAUSĂ,BT        ,REPRODUCTION (BIOLOGICAL),REPRODUCERE (BIOLOGICĂ)
MENOPAUSE,MENOPAUSĂ,RT        ,AGEING,ÎMBĂTRÂNIRE
MENSTRUATION,MENSTRUAȚIE,BT        ,REPRODUCTION (BIOLOGICAL),REPRODUCERE (BIOLOGICĂ)
MENSTRUATION,MENSTRUAȚIE,RT        ,PUBERTY,PUBERTATE
MENTAL DEVELOPMENT,DEZVOLTARE MENTALĂ,BT        ,DEVELOPMENTAL PSYCHOLOGY,PSIHOLOGIA DEZVOLTĂRII
MENTAL DEVELOPMENT,DEZVOLTARE MENTALĂ,NT        ,LANGUAGE DEVELOPMENT,DEZVOLTARE LINGVISTICĂ
MENTAL DEVELOPMENT,DEZVOLTARE MENTALĂ,RT        ,CHILD PSYCHOLOGY,PSIHOLOGIA COPILULUI
MENTAL DISORDERS,TULBURĂRI MENTALE,BT        ,DISEASES,BOLI
MENTAL DISORDERS,TULBURĂRI MENTALE,NT        ,BEHAVIOURAL DISORDERS,TULBURĂRI DE COMPORTAMENT
MENTAL DISORDERS,TULBURĂRI MENTALE,NT        ,COGNITION DISORDERS,TULBURĂRI COGNITIVE
MENTAL DISORDERS,TULBURĂRI MENTALE,NT        ,DEMENTIA,DEMENȚĂ
MENTAL DISORDERS,TULBURĂRI MENTALE,NT        ,DEPRESSION,DEPRESIE
MENTAL DISORDERS,TULBURĂRI MENTALE,NT        ,EMOTIONAL DISTURBANCES,TULBURĂRI EMOȚIONALE
MENTAL DISORDERS,TULBURĂRI MENTALE,NT        ,MEMORY DISORDERS,TULBURĂRI DE MEMORIE
MENTAL DISORDERS,TULBURĂRI MENTALE,NT        ,NERVOUS BREAKDOWN,CĂDERE NERVOASĂ
MENTAL DISORDERS,TULBURĂRI MENTALE,NT        ,NEUROTIC DISORDERS,TULBURĂRI NEVROTICE
MENTAL DISORDERS,TULBURĂRI MENTALE,NT        ,PERSONALITY DISORDERS,TULBURĂRI DE PERSONALITATE
MENTAL DISORDERS,TULBURĂRI MENTALE,NT        ,PSYCHOTIC DISORDERS,TULBURĂRI PSIHOTICE
MENTAL DISORDERS,TULBURĂRI MENTALE,RT        ,CLINICAL PSYCHOLOGY,PSIHOLOGIE CLINICĂ
MENTAL DISORDERS,TULBURĂRI MENTALE,RT        ,INTELLECTUAL IMPAIRMENT,HANDICAP INTELECTUAL
MENTAL DISORDERS,TULBURĂRI MENTALE,RT        ,MENTAL HEALTH,SĂNĂTATE MENTALĂ
MENTAL DISORDERS,TULBURĂRI MENTALE,RT        ,MENTALLY ILL,BOLNAVI MENTAL
MENTAL DISORDERS,TULBURĂRI MENTALE,RT        ,PSYCHIATRY,PSIHIATRIE
MENTAL DISORDERS,TULBURĂRI MENTALE,RT        ,PSYCHOPATHOLOGY,PSIHOPATOLOGIE
MENTAL HEALTH,SĂNĂTATE MENTALĂ,BT        ,HEALTH,SĂNĂTATE
MENTAL HEALTH,SĂNĂTATE MENTALĂ,RT        ,MENTAL DISORDERS,TULBURĂRI MENTALE
MENTAL HEALTH,SĂNĂTATE MENTALĂ,RT        ,PSYCHIATRY,PSIHIATRIE
MENTAL HEALTH,SĂNĂTATE MENTALĂ,RT        ,WELL-BEING,RO_WELL-BEING
MENTALLY DISABLED PERSONS,PERSOANE CU DIZABILITĂȚI MENTALE,BT        ,DISABLED PERSONS,PERSOANE CU DIZABILITĂȚI
MENTALLY DISABLED PERSONS,PERSOANE CU DIZABILITĂȚI MENTALE,RT        ,INTELLECTUAL IMPAIRMENT,HANDICAP INTELECTUAL
MENTALLY DISABLED PERSONS,PERSOANE CU DIZABILITĂȚI MENTALE,RT        ,MENTALLY ILL,BOLNAVI MENTAL
MENTALLY DISABLED PERSONS,PERSOANE CU DIZABILITĂȚI MENTALE,RT        ,PHYSICALLY DISABLED PERSONS,PERSOANE CU DIZABILITA?I FIZICE
MENTALLY DISABLED PERSONS,PERSOANE CU DIZABILITĂȚI MENTALE,RT        ,SPECIAL EDUCATION,EDUCAȚIE SPECIALĂ
MENTALLY DISABLED PERSONS,PERSOANE CU DIZABILITĂȚI MENTALE,RT        ,SPECIAL NEEDS STUDENTS,ELEVI ȘI STUDENȚI CU NEVOI SPECIALE
MENTALLY ILL,BOLNAVI MENTAL,BT        ,SICK PERSONS,BOLNAVI
MENTALLY ILL,BOLNAVI MENTAL,RT        ,MENTAL DISORDERS,TULBURĂRI MENTALE
MENTALLY ILL,BOLNAVI MENTAL,RT        ,MENTALLY DISABLED PERSONS,PERSOANE CU DIZABILITĂȚI MENTALE
MERGERS,FUZIUNI,BT        ,BUSINESS FORMATION,ÎNFIINȚARE DE AFACERI
MERGERS,FUZIUNI,RT        ,MONOPOLIES,MONOPOLURI
METEOROLOGICAL MEASUREMENTS,MĂSURĂTORI METEREOLOGICE,BT        ,MEASUREMENTS,MĂSURĂTORI
METEOROLOGICAL MEASUREMENTS,MĂSURĂTORI METEREOLOGICE,RT        ,WEATHER,VREMEA
METHODOLOGY,METODOLOGIE,NT        ,DATA ANALYSIS,ANALIZĂ DE DATE
METHODOLOGY,METODOLOGIE,NT        ,DATA COLLECTION METHODOLOGY,METODOLOGIE DE CULEGERE A DATELOR
METHODOLOGY,METODOLOGIE,NT        ,HISTORIOGRAPHY,ISTORIOGRAFIE
METHODOLOGY,METODOLOGIE,NT        ,MODELLING,MODELARE
METHODOLOGY,METODOLOGIE,RT        ,RESEARCH WORK,MUNCĂ DE CERCETARE
METHODS OF PAYMENT,MODALITĂȚI DE PLATĂ,BT        ,EXPENDITURE,CHELTUIELI
METHODS OF PAYMENT,MODALITĂȚI DE PLATĂ,RT        ,CONSUMPTION,CONSUM
METROPOLITAN AREAS,ZONE METROPOLITANE,BT        ,URBAN AREAS,ZONE URBANE
MIDDLE CLASS,CLASĂ DE MIJLOC,BT        ,SOCIAL CLASS,CLASĂ SOCIALĂ
MIDWIVES,MOAȘE,BT        ,NURSES,ASISTENTE MEDICALE
MIDWIVES,MOAȘE,RT        ,NURSING PROFESSION,PROFESIA DE ASISTENT MEDICAL
MIDWIVES,MOAȘE,RT        ,OBSTETRICS,OBSTETRICĂ
MIDWIVES,MOAȘE,RT        ,OCCUPATIONS,OCUPAȚII
MIGRAINES,MIGRENE,BT        ,BRAIN DISEASES,BOLI ALE CREIERULUI
MIGRAINES,MIGRENE,BT        ,HEADACHES,DURERI DE CAP
MIGRANTS,MIGRANȚI,NT        ,EMIGRANTS,EMIGRANȚI
MIGRANTS,MIGRANȚI,NT        ,EVACUEES,EVACUAȚI
MIGRANTS,MIGRANȚI,NT        ,EXPATRIATES,EXPATRIAȚI
MIGRANTS,MIGRANȚI,NT        ,IMMIGRANTS,IMIGRANȚI
MIGRANTS,MIGRANȚI,NT        ,REFUGEES,REFUGIAȚI
MIGRANTS,MIGRANȚI,NT        ,TRAVELLING PEOPLE,NOMAZI
MIGRANTS,MIGRANȚI,RT        ,FOREIGN WORKERS,MUNCITORI STRĂINI
MIGRANTS,MIGRANȚI,RT        ,FOREIGNERS,STRĂINI
MIGRANTS,MIGRANȚI,RT        ,POPULATION MIGRATION,MIGRAȚIA POPULAȚIEI
MILITARISM,MILITARISM,BT        ,POLITICAL DOCTRINES,DOCTRINE POLITICE
MILITARISM,MILITARISM,RT        ,INTERNATIONAL CONFLICT,CONFLICT INTERNAȚIONAL
MILITARY AID,AJUTOR MILITAR,BT        ,AID,ASISTENȚĂ INTERNAȚIONALĂ
MILITARY AID,AJUTOR MILITAR,RT        ,MILITARY OPERATIONS,OPERAȚIUNI MILITARE
MILITARY BASES,BAZE MILITARE,BT        ,DEFENCE,APĂRARE
MILITARY BASES,BAZE MILITARE,NT        ,NUCLEAR BASES,BAZE NUCLEARE
MILITARY BASES,BAZE MILITARE,RT        ,INTERNATIONAL RELATIONS,RELAȚII INTERNAȚIONALE
MILITARY EDUCATION,EDUCAȚIE MILITARĂ,BT        ,SERVICES EDUCATION,EDUCAȚIE ÎN DOMENIUL SERVICIILOR
MILITARY EXPENDITURE,CHELTUIELI MILITARE,BT        ,PUBLIC EXPENDITURE,CHELTUIALĂ PUBLICĂ
MILITARY EXPENDITURE,CHELTUIELI MILITARE,RT        ,DEFENCE,APĂRARE
MILITARY OPERATIONS,OPERAȚIUNI MILITARE,RT        ,ARMED FORCES,FORȚE ARMATE
MILITARY OPERATIONS,OPERAȚIUNI MILITARE,RT        ,DEFENCE,APĂRARE
MILITARY OPERATIONS,OPERAȚIUNI MILITARE,RT        ,INFORMATION WARFARE,RĂZBOI INFORMAȚIONAL
MILITARY OPERATIONS,OPERAȚIUNI MILITARE,RT        ,INVASION,INVAZIE
MILITARY OPERATIONS,OPERAȚIUNI MILITARE,RT        ,MILITARY AID,AJUTOR MILITAR
MILITARY OPERATIONS,OPERAȚIUNI MILITARE,RT        ,PEACE-KEEPING FORCES,FORŢE DE MENŢINERE A PĂCII
MILITARY OPERATIONS,OPERAȚIUNI MILITARE,RT        ,WARFARE,CONFLICT ARMAT
MILITARY PERSONNEL,PERSONAL MILITAR,BT        ,WORKERS BY PROFESSION,PROFESII
MILITARY PERSONNEL,PERSONAL MILITAR,RT        ,ARMED FORCES,FORȚE ARMATE
MILITARY PERSONNEL,PERSONAL MILITAR,RT        ,CONSCRIPTION,SERVICIU MILITAR OBLIGATORIU
MILITARY PERSONNEL,PERSONAL MILITAR,RT        ,MILITARY RECRUITMENT,RECRUTARE MILITARĂ
MILITARY PERSONNEL,PERSONAL MILITAR,RT        ,MILITARY SERVICE,SERVICIU MILITAR
MILITARY PERSONNEL,PERSONAL MILITAR,RT        ,OCCUPATIONS,OCUPAȚII
MILITARY PERSONNEL,PERSONAL MILITAR,RT        ,WAR VETERANS,VETERANI DE RĂZBOI
MILITARY POWER,PUTERE MILITARĂ,BT        ,INTERNATIONAL EQUILIBRIUM,ECHILIBRU INTERNAȚIONAL
MILITARY POWER,PUTERE MILITARĂ,RT        ,ARMED FORCES,FORȚE ARMATE
MILITARY POWER,PUTERE MILITARĂ,RT        ,INTERNATIONAL ALLIANCES,ALIANȚE INTERNAȚIONALE
MILITARY POWER,PUTERE MILITARĂ,RT        ,STATE SECURITY,SECURITATE DE STAT
MILITARY POWER,PUTERE MILITARĂ,RT        ,WAR,RĂZBOI
MILITARY RECRUITMENT,RECRUTARE MILITARĂ,BT        ,RECRUITMENT,RECRUTARE
MILITARY RECRUITMENT,RECRUTARE MILITARĂ,NT        ,CONSCRIPTION,SERVICIU MILITAR OBLIGATORIU
MILITARY RECRUITMENT,RECRUTARE MILITARĂ,RT        ,MILITARY PERSONNEL,PERSONAL MILITAR
MILITARY RECRUITMENT,RECRUTARE MILITARĂ,RT        ,MILITARY SERVICE,SERVICIU MILITAR
MILITARY SERVICE,SERVICIU MILITAR,BT        ,EMPLOYMENT,ANGAJARE
MILITARY SERVICE,SERVICIU MILITAR,RT        ,ARMED FORCES,FORȚE ARMATE
MILITARY SERVICE,SERVICIU MILITAR,RT        ,CONSCRIPTION,SERVICIU MILITAR OBLIGATORIU
MILITARY SERVICE,SERVICIU MILITAR,RT        ,DEFENCE,APĂRARE
MILITARY SERVICE,SERVICIU MILITAR,RT        ,MILITARY PERSONNEL,PERSONAL MILITAR
MILITARY SERVICE,SERVICIU MILITAR,RT        ,MILITARY RECRUITMENT,RECRUTARE MILITARĂ
MILITARY SERVICE,SERVICIU MILITAR,RT        ,STATE SECURITY,SECURITATE DE STAT
MILITARY SERVICE,SERVICIU MILITAR,RT        ,WAR,RĂZBOI
MILITARY SERVICE,SERVICIU MILITAR,RT        ,WAR VETERANS,VETERANI DE RĂZBOI
MILLS,MORI,BT        ,INDUSTRIAL PLANTS,UZINE
MINERS,MINERI,BT        ,WORKERS BY PROFESSION,PROFESII
MINERS,MINERI,NT        ,COAL MINERS,MINERI ÎN EXTRACȚIA CĂRBUNELUI
MINERS,MINERI,RT        ,MANUAL WORKERS,MANUFACTURIERI
MINERS,MINERI,RT        ,OCCUPATIONS,OCUPAȚII
MINIMUM WAGES,VENIT MINIM GARANTAT,BT        ,WAGES,SALARII
MINIMUM WAGES,VENIT MINIM GARANTAT,RT        ,LOW PAY,SALARIU MIC
MINIMUM WAGES,VENIT MINIM GARANTAT,RT        ,WAGES POLICY,POLITICĂ SALARIALĂ
MINISTERS OF RELIGION,REPREZENTANȚI AI CULTELOR RELIGIOASE,BT        ,RELIGIOUS LEADERS,LIDERI RELIGIOȘI
MINISTERS OF RELIGION,REPREZENTANȚI AI CULTELOR RELIGIOASE,BT        ,RELIGIOUS PERSONNEL,PERSONAL RELIGIOS
MINISTERS OF RELIGION,REPREZENTANȚI AI CULTELOR RELIGIOASE,BT        ,WORKERS BY PROFESSION,PROFESII
MINISTERS OF RELIGION,REPREZENTANȚI AI CULTELOR RELIGIOASE,RT        ,BISHOPS,EPISCOPI
MINISTERS OF RELIGION,REPREZENTANȚI AI CULTELOR RELIGIOASE,RT        ,CHURCH APPOINTMENTS,NUMIRI ÎN CADRUL BISERICII
MINISTERS OF RELIGION,REPREZENTANȚI AI CULTELOR RELIGIOASE,RT        ,MISSIONARY WORK,MISIONARISM
MINISTERS OF RELIGION,REPREZENTANȚI AI CULTELOR RELIGIOASE,RT        ,OCCUPATIONS,OCUPAȚII
MINISTERS OF RELIGION,REPREZENTANȚI AI CULTELOR RELIGIOASE,RT        ,ORDINATION,HIROTONIRE
MINISTERS OF RELIGION,REPREZENTANȚI AI CULTELOR RELIGIOASE,RT        ,ORDINATION OF WOMEN,HIROTONIREA FEMEILOR
MINISTERS OF RELIGION,REPREZENTANȚI AI CULTELOR RELIGIOASE,RT        ,PASTORAL WORK,MUNCĂ PASTORALĂ
MINORITY GROUPS,GRUPURI MINORITARE,BT        ,GROUPS,GRUPURI
MINORITY GROUPS,GRUPURI MINORITARE,NT        ,ETHNIC MINORITIES,MINORITĂȚI ETNICE
MINORITY GROUPS,GRUPURI MINORITARE,NT        ,MINORITY LANGUAGE USERS,VORBITORI DE LIMBI MINORITARE
MINORITY GROUPS,GRUPURI MINORITARE,NT        ,POLITICAL MINORITIES,MINORITĂȚI POLITICE
MINORITY LANGUAGE USERS,VORBITORI DE LIMBI MINORITARE,BT        ,MINORITY GROUPS,GRUPURI MINORITARE
MINORITY LANGUAGE USERS,VORBITORI DE LIMBI MINORITARE,RT        ,MINORITY LANGUAGES,LIMBI MINORITARE
MINORITY LANGUAGE USERS,VORBITORI DE LIMBI MINORITARE,RT        ,SECOND LANGUAGES,LIMBI STRĂINE SECUNDARE
MINORITY LANGUAGES,LIMBI MINORITARE,BT        ,LANGUAGES,LIMBI STRĂINE
MINORITY LANGUAGES,LIMBI MINORITARE,RT        ,ETHNIC MINORITIES,MINORITĂȚI ETNICE
MINORITY LANGUAGES,LIMBI MINORITARE,RT        ,LANGUAGE DISCRIMINATION,DISCRIMINARE PE CRITERII LINGVISTICE
MINORITY LANGUAGES,LIMBI MINORITARE,RT        ,MINORITY LANGUAGE USERS,VORBITORI DE LIMBI MINORITARE
MINORITY LANGUAGES,LIMBI MINORITARE,RT        ,SOCIOLINGUISTICS,SOCIOLINGVISTICĂ
MISCARRIAGE,AVORT SPONTAN,BT        ,PREGNANCY COMPLICATIONS,COMPLICAȚII ALE NAȘTERII
MISCARRIAGE,AVORT SPONTAN,RT        ,ABORTION (INDUCED),AVORT (INDUS)
MISCARRIAGE,AVORT SPONTAN,RT        ,CHILDBIRTH,NAȘTERE
MISSIONARY WORK,MISIONARISM,BT        ,RELIGIOUS BEHAVIOUR,COMPORTAMENT RELIGIOS
MISSIONARY WORK,MISIONARISM,RT        ,CHURCH ADMINISTRATION,ADMINISTRAȚIA BISERICILOR
MISSIONARY WORK,MISIONARISM,RT        ,MINISTERS OF RELIGION,REPREZENTANȚI AI CULTELOR RELIGIOASE
MIXED ECONOMY,ECONOMIE MIXTĂ,BT        ,ECONOMIC SYSTEMS,SISTEME ECONOMICE
MIXED ECONOMY,ECONOMIE MIXTĂ,RT        ,PLANNED ECONOMY,ECONOMIE PLANIFICATĂ
MIXED MARRIAGES,CĂSĂTORII MIXTE,BT        ,MARRIAGE,CĂSĂTORIE
MIXED MARRIAGES,CĂSĂTORII MIXTE,RT        ,MARRIAGE CUSTOMS,OBICEIURI LA CĂSĂTORIE
MOBILE COMMUNICATION,COMUNICAȚII PRIN TELEFONIE MOBILĂ,BT        ,DATA TRANSMISSION,TRANSMISII DE DATE
MOBILE COMMUNICATION,COMUNICAȚII PRIN TELEFONIE MOBILĂ,RT        ,INFORMATION SOCIETY,SOCIETATE INFORMAȚIONALĂ
MOBILE COMMUNICATION,COMUNICAȚII PRIN TELEFONIE MOBILĂ,RT        ,MOBILE PHONE MASTS,ANTENE DE TELEFONIE MOBILĂ
MOBILE LIBRARIES,BIBLIOTECI MOBILE,BT        ,LIBRARIES,BIBLIOTECI
