RO Preferred Term ,English PT
SPECTATORII SPORTULUI,SPORT SPECTATORSHIP
SPERANȚĂ DE VIAȚĂ LA NAȘTERE,LIFE EXPECTANCY
SPERJUR,PERJURY
SPINA BIFIDA,SPINA BIFIDA
SPIRITISM,SPIRITUALISM
SPITALIZARE,HOSPITALIZATION
SPORT,SPORT
SPORT, EDUCAȚIE FIZICĂ ȘI DE PETRECERE A TIMPULUI LIBER
SPORTIVI,SPORTSPERSONS
SPORTURI ACVATICE,WATER SPORTS
SPORTURI AERIENE,AERIAL SPORTS
SPORTURI ATLETICE,ATHLETICS
SPORTURI COMBATIVE,COMBATIVE SPORTS
SPORTURI CU MOTOR,MOTOR SPORTS
SPORTURI DE IARNĂ,WINTER SPORTS
SPORTURI DE INTERIOR,INDOOR SPORTS
SPORTURI ECVESTRE,EQUESTRIAN SPORTS
SPORTURI SÂNGEROASE,BLOOD SPORTS
STABILIREA AUTENTICITĂȚII UNUI TESTAMENT,PROBATE
STABILIREA OBIECTIVELOR,GOAL SETTING
STABILIREA SALARIILOR,WAGE DETERMINATION
STAGIARI,TRAINEES
STAȚII DE ENERGIE ELECTRICĂ,ELECTRIC POWER STATIONS
STANDARDIZARE,STANDARDIZATION
STĂRI EMOȚIONALE,EMOTIONAL STATES
STAT UNITAR,UNITARY STATE
STATISTICĂ,STATISTICS
STATISTICĂ DEMOGRAFICĂ,DEMOGRAPHIC STATISTICS
STATISTICĂ DESCRIPTIVĂ,DESCRIPTIVE STATISTICS
STATUT DE COORDONATOR,SUPERVISORY STATUS
STATUT JURIDIC,LEGAL STATUS
STATUT MARITAL,MARITAL STATUS
STATUT OCUPAȚIONAL,OCCUPATIONAL STATUS
STATUT SOCIAL,SOCIAL STATUS
STATUT SOCIO-ECONOMIC,SOCIO-ECONOMIC STATUS
STATUTUL CADRELOR DIDACTICE,TEACHER STATUS
STATUTUL PE PIAȚA FORȚEI DE MUNCĂ,STATUS IN EMPLOYMENT
STERILIZARE (SEX),STERILIZATION (SEX)
STILURI DE VIAȚĂ,LIFE STYLES
STIMĂ DE SINE,SELF-ESTEEM
STIMULENTE,INCENTIVES
STIMULENTE FINANCIARE,FINANCIAL INCENTIVES
STIMULENTE PENTRU ÎNTOARCEREA ÎN CÂMPUL MUNCII,RETURN-TO-WORK INCENTIVES
STOMATOLOGI,DENTISTS
STRĂINI,FOREIGNERS
STRÂNGERE DE CAPITAL,CAPITAL RAISING
STRÂNGERI DE FONDURI,FUND-RAISING
STRÂNGERI DE PROBE,EVIDENCE GATHERING
STRATEGIES,STRATEGIES
STRATIFICARE,SOCIAL STRATIFICATION
STRUCTURA PIEȚEI ECONOMICE,MARKET STRUCTURE
STRUCTURĂ SOCIALĂ,SOCIAL STRUCTURE
STRUCTURI,STRUCTURES
STRUCTURI ADMINISTRATIVE,ADMINISTRATIVE STRUCTURES
STRUCTURI DE SECURITATE PROPRIE A COMUNITĂȚILOR,NEIGHBOURHOOD WATCH SCHEMES
STUDENȚI,STUDENTS
STUDENȚI (UNIVERSITĂȚI, COLEGII
STUDENȚI NELICENȚIAȚI,UNDERGRADUATES
STUDENȚI STRĂINI,FOREIGN STUDENTS
STUDENȚI TALENTAȚI,GIFTED STUDENTS
STUDII CULTURALE,CULTURAL STUDIES
STUDII DE ADMINISTRAȚIE ȘI AFACERI,BUSINESS AND ADMINISTRATION STUDIES
STUDII DE COMUNICARE ȘI INFORMAȚII,COMMUNICATION AND INFORMATION STUDIES
STUDII DE JURNALISM,JOURNALISM STUDIES
STUDII ÎN DOMENIUL DREPTURILOR OMULUI,HUMAN RIGHTS STUDIES
STUDII ÎN DOMENIUL PĂCII ȘI AL CONFLICTELOR,PEACE AND CONFLICT STUDIES
STUDII MEDIA,MEDIA STUDIES
STUDIUL CULTURILOR ȘI AL LIMBILOR STRĂINE,FOREIGN LANGUAGES AND CULTURES EDUCATION
STUDIUL MUNCII,WORK STUDY
SUBCONTRACTARE,SUBCONTRACTING
SUBCULTURI,SUBCULTURES
SUBMARINE,SUBMARINES
SUBNUTRIȚIE,MALNUTRITION
SUBURBII,SUBURBS
SUBVENȚII,SUBSIDIES
SUBVENȚII AGRICOLE,AGRICULTURAL SUBSIDIES
SUCCES SOCIAL,SOCIAL SUCCESS
SUFRAGIUL FEMEILOR,WOMEN'S SUFFRAGE
SUGARI,INFANTS
SUPERSTIȚIE,SUPERSTITION
SUPERVIZARE,SUPERVISION
SUPERVIZORI,SUPERVISORS
SUPORT DE CURS,TEACHING AIDS
SUPORT SOCIAL,SOCIAL SUPPORT
SUPORTERI AI UNEI ECHIPE DE FOTBAL,FOOTBALL TEAM SUPPORTERS
SUPRANATURAL,SUPERNATURAL
SUPRAPOPULARE,OVERPOPULATION
SUPRAVEGHERE DIDACTICĂ,EDUCATIONAL SUPERVISION
SUPRAVEGHERE PARENTALĂ,PARENTAL SUPERVISION
SUPRAVEGHEREA CADRELOR DIDACTICE,TEACHER SUPERVISION
SUPRAVEGHEREA COPILULUI,CHILD-MINDING
SURPLUSURI ALIMENTARE,FOOD SURPLUSES
SURSE DE INFORMAȚII,INFORMATION SOURCES
SUSȚINERE POLITICĂ,POLITICAL SUPPORT
SUVERANITATE,SOVEREIGNTY
TABERE DE VACANȚĂ,HOLIDAY CAMPS
TAȚI,FATHERS
TÂLHĂRIE,ROBBERY
TÂRGURI,FAIRS
TARIFE PE APĂ,WATER RATES
TAVANE,CEILINGS
TAXĂ DE DRUM,ROAD TAX
TAXĂ PE CONSUM,CONSUMPTION TAX
TAXE,FEES
TAXE DE ÎNVĂȚĂMÂNT,EDUCATIONAL FEES
TAXE ȘI IMPOZITE,TAXATION
TAXE ȘI TARIFE LEGALE,LEGAL COSTS
TAXE VAMALE,IMPORT TAXES
TEAMĂ DE CRIMINALITATE,FEAR OF CRIME
TEATRU,THEATRE
TEHNICI DE GESTIUNE,MANAGEMENT TECHNIQUES
TEHNICIENI,TECHNICIANS
TEHNOLOGIA INFORMAȚIEI ȘI A COMUNICAȚIILOR,INFORMATION AND COMMUNICATIONS TECHNOLOGY
TEHNOLOGIE,TECHNOLOGY AND INNOVATION
TELECOMUNICAȚII,TELECOMMUNICATIONS
TELEGRAFIE,TELEGRAPHY
TELETEXT,TELETEXT
TELEVIZIUNE,TELEVISION
TELEVIZIUNE EDUCAȚIONALĂ,EDUCATIONAL TELEVISION
TELEVIZIUNE PRIN CABLU,CABLE TELEVISION
TELEVIZIUNE PRIN SATELIT,SATELLITE TELEVISION
TELEVIZUNE DIGITALĂ,DIGITAL TELEVISION
TELEX,TELEX
TEMPERATURĂ,TEMPERATURE
TEMPERATURA APEI,WATER TEMPERATURE
TEMPERATURĂ ATMOSFERICĂ,ATMOSPHERIC TEMPERATURE
TENSIUNE INTERNAȚIONALĂ,INTERNATIONAL TENSION
TEORIA JOCURILOR,GAME THEORY
TEORIA PROBABILITĂȚILOR,PROBABILITY THEORY
TEORIE ECONOMICĂ,ECONOMIC THEORY
TEORIE POLITICĂ,POLITICAL THEORY
TERAPIE DE SUBSTITUȚIE HORMONALĂ,HORMONE REPLACEMENT THERAPY
TERAPIE GENETICĂ,GENE THERAPY
TERAPIE PROFESIONALĂ,OCCUPATIONAL THERAPY
TERAPII COMPLEMENTARE,COMPLEMENTARY THERAPIES
TERENURI DE GOLF,GOLF COURSES
TERENURI DE JOACĂ,PLAYING FIELDS
TERITORII OCUPATE,OCCUPIED TERRITORIES
TERORISM,TERRORISM
TESTARE CU ETILOMETRU,BREATHALYSER TESTING
TESTE,TESTS
TESTE AUDITIVE,HEARING TESTS
TESTE DE APTITUDINI,APTITUDE TESTS
TESTE DE CITIRE,READING TESTS
TESTE DE INTELIGENȚĂ,INTELLIGENCE TESTS
TESTE DE VEDERE,EYESIGHT TESTS
TESTE EDUCAȚIONALE,EDUCATIONAL TESTS
TESTE PSIHOLOGICE,PSYCHOLOGICAL TESTS
TESTICULE NECOBORÂTE,UNDESCENDED TESTICLES
TEXTILE,TEXTILES
ȘTIINȚĂ,SCIENCE
ȘTIINȚA CALCULATOARELOR,COMPUTER SCIENCE
ȘTIINȚĂ ȘI TEHNOLOGIE,SCIENCE AND TECHNOLOGY
ȘTIINȚE COMPORTAMENTALE,BEHAVIOURAL SCIENCES
ȘTIINȚE MEDICALE,MEDICAL SCIENCES
ȘTIINȚE SOCIALE,SOCIAL SCIENCES
ȘTIINȚELE EDUCAȚIEI,EDUCATION SCIENCE
ȘTIINȚELE MEDIULUI,ENVIRONMENTAL SCIENCES
ȘTIINȚELE PĂMÂNTULUI,EARTH SCIENCES
ȘTIINȚELE VIEȚII,LIFE SCIENCES
TIMP,TIME
TIMP DE MUNCĂ,HOURS OF WORK
TIMP LIBER,LEISURE TIME
TINERI,YOUTH
TINITUS,TINNITUS
TIPURI DE PIELE,SKIN TYPES
ȘTIRI,NEWS
ȘTIRI DE TELEVIZIUNE,TELEVISION NEWS
ȘTIRI RADIO,RADIO NEWS
TOLERANȚĂ,TOLERANCE
TOTALITARISM,TOTALITARIANISM
TOTALITATEA ANIMALELOR DINTR-O GOSPODĂRIE,LIVESTOCK
TOXICOLOGIE,TOXICOLOGY
TRADIȚIONALISM,TRADITIONALISM
TRADUCERE,TRANSLATION
TRAFIC,TRAFFIC
TRAFIC AERIAN,AIR TRAFFIC
TRAFIC DE DROGURI,DRUG TRAFFICKING
TRAFIC DE PERSOANE,HUMAN TRAFFICKING
TRAFIC FEROVIAR,RAIL TRAFFIC
TRAFIC MARITIM,MARINE TRAFFIC
TRAFIC RUTIER,ROAD TRAFFIC
TRAMVAIE,TRAMS
TRANSFER INFORMAȚIONAL,INFORMATION TRANSFER
TRANSFUZII DE SÂNGE,BLOOD TRANSFUSIONS
TRANSMISIE PRIN FAX,FAX TRANSMISSION
TRANSMISII DE DATE,DATA TRANSMISSION
TRANSMISIUNI AUDIOVIZUALE ALE ALEGERILOR,ELECTION BROADCASTING
TRANSMITEREA BOLILOR,TRANSMISSION OF DISEASE
TRANSMITEREA ȘTIRILOR,NEWS TRANSMISSION
TRANSPLANT DE ORGANE,ORGAN TRANSPLANTATION
TRANSPORT,TRANSPORT
TRANSPORT AERIAN,AIR TRANSPORT
TRANSPORT DE MĂRFURI,FREIGHT TRANSPORT
TRANSPORT FEROVIAR,RAILWAY TRANSPORT
TRANSPORT FLUVIAL,INLAND WATER TRANSPORT
TRANSPORT MARITIM,SEA TRANSPORT
TRANSPORT PENTRU STUDENȚI,STUDENT TRANSPORTATION
TRANSPORT PUBLIC,PUBLIC TRANSPORT
TRANSPORT RURAL,RURAL TRANSPORT
TRANSPORT RUTIER,ROAD TRANSPORT
TRANSPORT URBAN,URBAN TRANSPORT
TRANZACȚII BAZATE PE INFORMAȚII INTERNE,INSIDER TRADING
TRANZACȚII EXTERNE,OVERSEAS TRANSACTIONS
TRAS CU ARMA (SPORT),SHOOTING (SPORT)
TRĂSĂTURI DE PERSONALITATE,PERSONALITY TRAITS
TRATAMENT MEDICAL AUTOADMINISTRAT,MEDICAL SELF-TREATMENT
TRATAMENT MEDICAMENTOS,DRUG THERAPY
TRATAMENT MEDICAMENTOS COMBINAT CU PSIHOTERAPIE,DRUG-PSYCHOTHERAPY COMBINATION TREATMENT
TRATAMENT PENTRU FERTILITATE,FERTILITY TREATMENT
TRATAMENT STOMATOLOGIC,DENTAL TREATMENT
TRATATE,TREATIES
TRECEREA DE LA ȘCOALĂ LA MUNCĂ,TRANSITION FROM SCHOOL TO WORK
TRENURI,TRAINS
TRIBUNALE ADMINISTRATIVE,ADMINISTRATIVE TRIBUNALS
TRIBUNALE ALE MUNCII,INDUSTRIAL TRIBUNALS
TRIBUNALE INTERNAȚIONALE,INTERNATIONAL COURTS
TRIBURI,TRIBES
TRUSTURI,TRUSTS
TUBERCULOZĂ,TUBERCULOSIS
TULBURĂRI CIVILE,CIVIL DISTURBANCES
TULBURĂRI COGNITIVE,COGNITION DISORDERS
TULBURĂRI CONGENITALE,CONGENITAL DISORDERS
TULBURĂRI DE ALIMENTAȚIE,EATING DISORDERS
TULBURĂRI DE ANXIETATE,ANXIETY DISORDERS
TULBURĂRI DE COMPORTAMENT,BEHAVIOURAL DISORDERS
TULBURĂRI DE LIMBAJ,LANGUAGE DISABILITIES
TULBURĂRI DE MEMORIE,MEMORY DISORDERS
TULBURĂRI DE PERSONALITATE,PERSONALITY DISORDERS
TULBURĂRI DE SOMN,SLEEP DISORDERS
TULBURĂRI DE VEDERE,VISION IMPAIRMENTS
TULBURĂRI EMOȚIONALE,EMOTIONAL DISTURBANCES
TULBURĂRI ENDOCRINE,ENDOCRINE DISORDERS
TULBURĂRI GASTRICE,STOMACH DISORDERS
TULBURĂRI GASTRO-INTESTINALE,GASTROINTESTINAL DISORDERS
TULBURĂRI MENTALE,MENTAL DISORDERS
TULBURĂRI NEVROTICE,NEUROTIC DISORDERS
TULBURĂRI OBSESIV-COMPULSIVE,OBSESSIVE COMPULSIVE DISORDER
TULBURĂRI PSIHOTICE,PSYCHOTIC DISORDERS
TULBURĂRI TIROIDIENE,THYROID DISORDERS
TULBURĂRI URINARE,URINATION DISORDERS
TULTURĂRI DE COMUNICARE,COMMUNICATION DISABILITIES
TUNDRĂ,SCRUB
TUNELURI (TUNELE),TUNNELS
TURBĂ,PEAT
TURISM,TOURISM
TURISM CULTURAL,CULTURAL TOURISM
TUSE,COUGHING
UCENICI,APPRENTICES
UȘI,DOORS
UNIFICARE POLITICĂ,POLITICAL UNIFICATION
UNITĂȚI DE MĂSURARE,UNITS OF MEASUREMENT
UNIUNEA ECONOMICĂ ȘI MONETARĂ (UNIUNEA EUROPEANĂ),EUROPEAN ECONOMIC AND MONETARY UNION
UNIUNEA EUROPEANĂ,EUROPEAN UNION
UNIUNI STUDENȚEȘTI,STUDENT UNIONS
URBANIZARE,URBANIZATION
UTILITĂȚI PENTRU CLĂDIRI,BUILDING SERVICES
UTILITĂȚI PENTRU GĂTIT,COOKING FACILITIES
UTILIZARE MASS MEDIA,MASS MEDIA USE
UTILIZAREA CARDULUI DE CREDIT,CREDIT CARD USE
UTILIZAREA CĂRȚILOR,BOOK USE
UTILIZAREA INFORMAȚIEI,INFORMATION USE
UTILIZAREA INTERNETULUI,INTERNET USE
UTILIZATORI AI INFORMA?IEI,INFORMATION USERS
UTILIZATORII DRUMURILOR,ROAD USERS
UZINE,INDUSTRIAL PLANTS
VACANȚE,HOLIDAYS
VACANȚE ȘCOLARE,SCHOOL HOLIDAYS
VACANȚE EDUCAȚIONALE,EDUCATIONAL HOLIDAYS
VĂDUVI,WIDOWED
VĂDUVIE,WIDOWHOOD
VAGABONZI,VAGRANTS
VALORI,VALUES
VALORI ANTREPRENORIALE,ENTREPRENEURIAL VALUES
VALORI CULTURALE,CULTURAL VALUES
VALORI MORALE,MORAL VALUES
VALORI SOCIALE,SOCIAL VALUES
VALUARE ECONOMICĂ,ECONOMIC VALUE
VALUTĂ,CURRENCIES
VÂNZARE,SELLING
VÂNZARE DE CASĂ,HOME SELLING
VÂNZARE SI CUMPĂRARE ÎN RATE,HIRE PURCHASE
VARIAȚII LINGVISTICE,LANGUAGE VARIATIONS
VARIOLĂ,SMALLPOX
VÂRSTĂ,AGE
VÂRSTA LA IEȘIREA DIN SISTEMUL EDUCAȚIONAL,SCHOOL-LEAVING AGE
VÂRSTA SOȚULUI/SOȚIEI,SPOUSE'S AGE
VÂRSTNICI,ELDERLY
VECHIMEA LOCUINȚEI,HOUSING AGE
VECINI,NEIGHBOURS
VEDERE,SIGHT
VEGETAȚIE,VEGETATION
VEGETARIANISM,VEGETARIANISM
VEHICULE,VEHICLES
VEHICULE AGRICOLE,FARM VEHICLES
VEHICULE DE APĂ,WATER VEHICLES
VEHICULE ELECTRICE,ELECTRIC VEHICLES
VEHICULE ELECTRICE DE TRANSPORT,MOBILITY SCOOTERS
VEHICULE RUTIERE,ROAD VEHICLES
VENIT,INCOME
VENIT DIN EDUCAȚIE,EDUCATIONAL INCOME
VENIT MINIM GARANTAT,MINIMUM WAGES
VENIT NAȚIONAL,NATIONAL INCOME
VENIT NEMUNCIT,UNEARNED INCOME
VENITURI DIN INVESTIȚII,INVESTMENT RETURN
VERI,COUSINS
VETERANI DE RĂZBOI,WAR VETERANS
VIAȚA COMUNITĂȚII,COMMUNITY LIFE
VIAȚĂ COTIDIANĂ,EVERYDAY LIFE
VIAȚĂ CULTURALĂ,CULTURAL LIFE
VIAȚĂ DE FAMILIE,FAMILY LIFE
VIAȚA LA SATE,VILLAGE LIFE
VIAȚĂ PROFESIONALĂ,OCCUPATIONAL LIFE
VIAȚĂ SOCIALĂ,SOCIAL LIFE
VIBRAȚII,VIBRATIONS
VICTIME ALE CRIMINALITĂȚILOR,CRIME VICTIMS
VICTIME DE RĂZBOI,WAR VICTIMS
VIITOR,FUTURE
VINĂ,GUILT
VINDECARE SPIRITUALĂ,SPIRITUAL HEALING
VIOLENȚĂ DOMESTICĂ,DOMESTIC VIOLENCE
VÎRSTĂ A PENSIONĂRII,RETIREMENT AGE
VÎRSTĂ DE INTRARE ÎN SISTEMUL EDUCAȚIONAL,EDUCATIONAL ADMISSION AGE
VÎRSTĂ LEGALĂ,LEGAL AGE
VIRTUȚI ȘI VICII,VIRTUES AND VICES
VITE,CATTLE
VITEZĂ,VELOCITY
VIVISECȚIE,VIVISECTION
VIZIBILITATE,VISIBILITY
VIZIONARE,WATCHING
VIZIONAREA TELEVIZIUNII,TELEVISION VIEWING
VIZITATORI,VISITORS
VIZITE EDUCAȚIONALE,EDUCATIONAL VISITS
VIZITE LA CENTRE DE RECREERE,VISITS TO RECREATIONAL FACILITIES
VIZITE LA DOMICILIU,HOME VISITS
VOLUM DE MUNCĂ,WORKLOADS
VORBITORI DE LIMBI MINORITARE,MINORITY LANGUAGE USERS
VOTARE,VOTING
VREMEA,WEATHER
YOGA,YOGA
ZGOMOT DE TRAFIC,TRAFFIC NOISE
ZGOMOT ÎN AGRICULTURĂ,AGRICULTURAL NOISE
ZGOMOT INDUSTRIAL,INDUSTRIAL NOISE
ZONE ACVATICE DE RECREERE,WATER RECREATIONAL AREAS
ZONE ADMINISTRATIVE,ADMINISTRATIVE AREAS
ZONE ARIDE,ARID ZONES
ZONE CLIMATICE,CLIMATIC ZONES
ZONE COMERCIALE,SHOPPING AREAS
ZONE DE CAMPING,CAMPING SITES
ZONE DE RECREAȚIE ȘI SPAȚII DESCHISE,OPEN SPACES AND RECREATIONAL AREAS
ZONE INDUSTRIALE,INDUSTRIAL AREAS
ZONE METROPOLITANE,METROPOLITAN AREAS
ZONE POLARE,POLAR REGIONS
ZONE PROTEJATE,CONSERVATION AREAS
ZONE REZIDENȚIALE,RESIDENTIAL AREAS
ZONE RURALE,RURAL AREAS
ZONE TEMPERATE,TEMPERATE ZONES
ZONE TROPICALE,TROPICAL ZONES
ZONE UMEDE,HUMID ZONES
ZONE URBANE,URBAN AREAS
ZONE URBANE CENTRALE,INNER CITIES
ZONE VERZI,GREEN BELT AREAS
ZOOGEOGRAFIE,ZOOGEOGRAPHY
ZOOLOGIE,ZOOLOGY
ZOOPATOLOGIE,ZOOPATHOLOGY
